company,property,location,area,id
深圳市中洲宝城置业有,中洲华府二期,深圳市宝安区新安街道,深房许字（2013）宝安,
振昌实业(深圳)有限公,金石雅苑,宝安区福永街道广深公,深房许字（2013）宝安,
清蓝实业（深圳）有限,悦澜山花园,龙岗区龙城街道,深房许字（2013）龙岗,
深圳市银海实业有限公,恒裕滨城花园（一期）,后海滨路和招商东路交,深房许字(2013)南山00,
深圳市广盛荣投资有限,万科翡悦郡园,宝安区沙井街道,深房许字（2013）宝安,
深圳市鹏瑞地产开发有,鹏瑞深圳湾一号广场,南山区科苑大道与东滨,深房许字(2013)南山01,
振昌实业(深圳)有限公,金石雅苑,宝安区福永街道广深公,深房许字（2013）宝安,
深圳市华明辉置业有限,丹梓龙庭项目,坪山新区丹梓大道,深房许字（2013）坪山,
深圳市蛇口湾厦实业股,栖游家园,南山区后海大道西侧,深房许字(2012)南山01,
深圳市雅豪园投资有限,保利上城花园,龙岗区龙城街道爱联社,深房许字（2013）龙岗,
深圳市兆和置地投资有,富基帕克大厦,深圳市罗湖区布吉路,深房许字(2013)罗湖00,
深圳市万科滨海房地产,壹海城四区,盐田区深盐路南面海山,深房许字（2013）盐田,
深圳市中熙房地产开发,中熙香缤山花园（二期,宝安区西乡街道,深房许字（2013）宝安,
深圳市富腾投资发展有,观山大卫华庭,龙岗区布吉街道,深房许字（2013）龙岗,
深圳市东海成投资有限,梧桐春晓花园,盐田区中青一路,深房许字（2013）盐田,
深圳市红荷房地产开发,颐安都会中央花园,龙岗区体育新城龙兴大,深房许字（2013）龙岗,
深圳华侨城房地产有限,纯水岸（十五期）,香山中街,深房许字（2013）南山,
深圳市麟恒投资发展有,东城中心花园,龙岗区横岗街道办,深房许字（2013）龙岗,
深圳市京基房地产股份,云景梧桐花园,罗湖区仙桐路北侧,深房许字(2013)罗湖00,
仁恒置地(深圳)有限公,仁恒峦山美地花园,龙岗区龙岗街道,深房许字（2013）龙岗,
仁恒置地(深圳)有限公,仁恒峦山美地花园,龙岗区龙岗街道,深房许字（2013）龙岗,
深圳市广兴源投资发展,湾美花园四期,宝安区西乡街道海城路,深房许字(2013)宝安00,
深圳市京基房地产股份,京基滨河时代广场(南区,福田街道滨河大道南,深房许字(2013)福田00,
卓越置业集团有限公司,西乡安居家园,宝安区西乡街道航城大,深房许字(2013)宝安00,
莱蒙房地产(深圳)有限,莱蒙春天花园,深圳市宝安区民治（街,深房许字（2013）龙华,
深圳市信义房地产开发,信义御城豪园,龙岗区横岗街道,深房许字（2013）龙岗,
深圳市广盛荣投资有限,万科翡逸郡园,宝安区沙井街道,深房许字(2013)宝安00,
深圳市广兴源投资发展,湾美花园,宝安西乡街道海城路,深房许字(2012)宝安00,
深圳经济特区房地产(集,深房传麒山,深圳市光明新区高新园,深房许字（2013）光明,
深圳市润恒尚园房地产,润恒尚园,宝安区西乡街道,深房许字(2013)宝安00,
深圳经济特区房地产(集,深房传麒山,深圳市光明新区高新园,深房许字（2013）光明,
深圳市深润川实业有限,鸿威鸿景华庭,深圳市龙岗区龙城街道,深房许字(2013)龙岗01,
深圳市新润园房地产开,后海理想雅园,南山后海招商东路,深房许字（2013）南山,
深圳市塘泰投资发展有,水木丹华园,深圳市南山区学苑大道,深房许字（2013）南山,
深圳市五联将军帽房地,承翰陶源花园,龙岗区龙城街道五联社,深房许字(2013)龙岗01,
和记黄埔地产(深圳)有,懿花园,龙华新区观澜办事处横,深房许字（2013）龙华,
深圳市恒丰浩森房地产,御景水岸花园(一、二期,宝安区福永街道广深公,深房许字(2013)宝安00,
深圳市彭成地产有限公,嘉宏湾花园二期3#楼、,坪山新区丹梓大道南侧,深房许字（2013）坪山,
深圳市中熙房地产开发,中熙香缤山花园,宝安西乡街道,深房许字（2013）004号,
深圳市中熙房地产开发,中熙香缤山花园,宝安区西乡街道,深房许字(2013)宝安00,
深圳市特发集团有限公,和平里花园,深圳市龙华新区和平路,深房许字（2013）龙华,
深圳和记黄埔龙岗地产,御峰园,龙岗区平湖街道,深房许字（2013）龙岗,
深圳市金地宝城房地产,金地名峰,龙岗区龙岗镇,深房许字（2013）龙岗,
深圳市锦绣江南投资有,锦绣御园,深圳市宝安区龙华街道,深房许字（2013）龙华,
深圳市五联将军帽房地,承翰陶源花园,龙岗区龙城街道五联社,深房许字（2013）龙岗,
深圳市塘泰投资发展有,水木丹华,科苑大道南侧,深房许字（2013）南山,
深圳市五联将军帽房地,承翰陶源花园,深圳市五联将军帽房地,深房许字（2013）龙岗,
深圳市万科城市风景房,万科金域缇香花园二期,坪山新区行政五路与丹,深房许字（2013）坪山,
深圳市南山荔源实业股,荔海春城花园,南山区向南路与工业八,深房许字（2013）南山,
深圳市华侨城酒店置业,前海颐大厦,深圳市宝安中心区N26区,深房许字（2013）宝安,
深圳市东方置地集团有,万汇大厦,龙岗区龙岗街道,深房许字（2013）龙岗,
中信华南（集团）深圳,中信龙盛广场,龙岗区龙岗街道龙东社,深房许字（2013）龙岗,
深圳市嘉盛城投资有限,阅山公馆,龙岗区龙城街道,深房许字（2013）龙岗,
深圳市永晋盈投资有限,幸福城润园,深圳市龙华新区清泉路,深房许字（2013）龙华,
深圳市大鹏佳兆业房地,佳兆业假日广场,大鹏办事处迎宾北路南,深房许字（2013）大鹏,
深圳市投资控股有限公,深圳市软件产业基地,南山区科院路与科园路,深房许字（2013）南山,
深圳市康达尔(集团)股,康达尔山海上园（一期,宝安区西乡街道铁仔山,深房许字（2014）014号,
深圳市蛇口湾厦实业股,栖游家园,南山区后海大道,深房许字（2012）南山,
深圳市蛇口湾厦实业股,栖游家园,南山区后海大道,深房许字（2012）南山,
深圳市南园枫叶投资有,南园枫叶公寓,南山区南山大道与创业,深房许字（2012）南山,
深圳市南园枫叶投资有,南园枫叶公寓,南山区南山大道与创业,深房许字（2012）南山,
深圳市南园枫叶投资有,南园枫叶公寓,南山区南山大道与创业,深房许字（2012）南山,
深圳市宏发房地产开发,宏发君域花园,深圳市宝安区松岗街道,深房许字（2012）宝安,
深圳市宏发房地产开发,宏发君域花园,深圳市宝安区松岗街道,深房许字(2012)宝安02,
深圳中信航城房地产有,领航里程花园,宝安区西乡街道航城大,深房许字（2012）宝安,
深圳市创建业房地产开,和亨城市广场,盐田区海山街道办盐田,深房许字[2011]盐田00,
